y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI
02,45,SC,South Carolina,259,591,17782
02,36,NY,New York,257,430,15305
02,17,IL,Illinois,245,440,16368
02,55,WI,Wisconsin,234,455,18097
02,01,AL,Alabama,233,518,17161
02,42,PA,Pennsylvania,228,413,14048
02,35,NM,New Mexico,208,398,14115
02,20,KS,Kansas,172,354,10744
02,18,IN,Indiana,152,274,9485
02,22,LA,Louisiana,148,311,10148
02,21,KY,Kentucky,147,332,11490
02,24,MD,Maryland,145,284,10197
02,05,AR,Arkansas,131,267,10169
02,56,WY,Wyoming,106,214,12496
02,19,IA,Iowa,102,186,7889
02,34,NJ,New Jersey,101,178,5348
02,25,MA,Massachusetts,95,141,5827
02,46,SD,South Dakota,92,203,8879
02,23,ME,Maine,92,172,8421
02,31,NE,Nebraska,89,164,6879
02,28,MS,Mississippi,89,183,6036
02,38,ND,North Dakota,84,174,6581
02,09,CT,Connecticut,65,108,4657
02,33,NH,New Hampshire,53,89,8131
02,11,DC,District Of Columbia,45,59,3980
02,50,VT,Vermont,39,63,4279
02,10,DE,Delaware,38,85,2231
02,54,WV,West Virginia,32,53,1671
02,44,RI,Rhode Island,27,44,1768
04,96,AZ,AZ Total Migration-US and Foreign,109094,189691,9075107
04,97,AZ,AZ Total Migration-US,108171,187799,9012940
04,98,AZ,AZ Total Migration-Foreign,923,1892,62166
04,97,AZ,AZ Total Migration-Same State,51833,92535,3194968
04,04,AZ,AZ Non-migrants,2665355,5315062,245226628
04,06,CA,California,16115,25677,1240884
04,48,TX,Texas,10929,20474,1084203
04,08,CO,Colorado,5950,9729,492160
04,12,FL,Florida,5662,9783,566435
04,53,WA,Washington,5554,9125,592338
04,17,IL,Illinois,3576,5774,303747
04,32,NV,Nevada,3337,5533,339444
04,41,OR,Oregon,3295,5231,234972
04,49,UT,Utah,3175,6262,288781
04,35,NM,New Mexico,3022,5385,176773
04,37,NC,North Carolina,2907,5461,235052
04,26,MI,Michigan,2556,4468,189193
04,39,OH,Ohio,2430,4293,174573
04,36,NY,New York,2419,3587,223703
04,47,TN,Tennessee,2330,4411,199206
04,27,MN,Minnesota,2258,3652,190872
04,13,GA,Georgia,2223,4293,165452
04,51,VA,Virginia,2106,3807,173661
04,55,WI,Wisconsin,2093,3630,161446
04,29,MO,Missouri,2052,3846,140491
04,42,PA,Pennsylvania,1879,3147,137197
04,16,ID,Idaho,1712,3272,135234
04,18,IN,Indiana,1614,2875,108890
04,40,OK,Oklahoma,1527,3047,101369
04,45,SC,South Carolina,1368,2633,122653
04,19,IA,Iowa,1255,2148,82509
04,20,KS,Kansas,1168,2281,76289
04,05,AR,Arkansas,1009,1951,54846
04,30,MT,Montana,1005,1713,75030
04,25,MA,Massachusetts,969,1505,92905
04,57,FR,Foreign,923,1892,62166
04,31,NE,Nebraska,881,1571,59148
04,24,MD,Maryland,880,1526,71013
04,21,KY,Kentucky,860,1643,55544
04,34,NJ,New Jersey,842,1335,68171
04,15,HI,Hawaii,839,1435,62333
04,01,AL,Alabama,832,1664,62804
04,46,SD,South Dakota,699,1230,66904
04,02,AK,Alaska,637,1199,46025
04,56,WY,Wyoming,547,991,85105
04,38,ND,North Dakota,544,903,38260
04,22,LA,Louisiana,509,917,35134
04,09,CT,Connecticut,477,772,37312
04,28,MS,Mississippi,412,783,25573
04,23,ME,Maine,397,708,29176
04,33,NH,New Hampshire,320,526,28644
04,54,WV,West Virginia,269,484,16721
04,11,DC,District Of Columbia,228,275,23933
04,10,DE,Delaware,175,298,13586
04,50,VT,Vermont,167,288,13721
04,44,RI,Rhode Island,161,258,13530
05,96,AR,AR Total Migration-US and Foreign,31700,58148,2021359
05,97,AR,AR Total Migration-US,31462,57675,2009131
05,98,AR,AR Total Migration-Foreign,238,473,12228
05,97,AR,AR Total Migration-Same State,45917,86695,2232341
05,05,AR,AR Non-migrants,1006961,2122246,83324601
05,48,TX,Texas,6505,11904,422516
05,29,MO,Missouri,3176,5948,153857
05,40,OK,Oklahoma,2938,5786,136970
05,47,TN,Tennessee,1823,3278,112860
05,12,FL,Florida,1760,3259,166967
05,06,CA,California,1348,2313,90588
05,22,LA,Louisiana,1057,1979,59132
05,17,IL,Illinois,853,1467,48841
05,13,GA,Georgia,844,1603,55397
05,28,MS,Mississippi,842,1640,44970
05,08,CO,Colorado,822,1354,47618
05,37,NC,North Carolina,677,1274,50753
05,20,KS,Kansas,648,1218,36362
05,53,WA,Washington,553,968,41029
05,04,AZ,Arizona,535,889,34819
05,01,AL,Alabama,499,943,32419
05,51,VA,Virginia,422,745,37133
05,18,IN,Indiana,416,796,22762
05,39,OH,Ohio,407,743,30824
05,36,NY,New York,395,624,26181
05,26,MI,Michigan,375,665,17550
05,55,WI,Wisconsin,336,615,19082
05,45,SC,South Carolina,336,592,67958
05,19,IA,Iowa,327,619,15104
05,21,KY,Kentucky,318,639,16142
05,27,MN,Minnesota,297,556,20834
05,32,NV,Nevada,277,458,13832
05,42,PA,Pennsylvania,257,449,17438
05,31,NE,Nebraska,240,433,11727
05,57,FR,Foreign,238,473,12228
05,41,OR,Oregon,236,398,15400
05,49,UT,Utah,190,336,23048
05,24,MD,Maryland,189,331,12954
05,35,NM,New Mexico,180,316,12389
05,34,NJ,New Jersey,161,246,11616
05,25,MA,Massachusetts,147,244,9814
05,16,ID,Idaho,118,275,8300
05,02,AK,Alaska,104,205,5998
05,30,MT,Montana,94,182,6633
05,15,HI,Hawaii,89,183,4332
05,46,SD,South Dakota,81,158,5653
05,54,WV,West Virginia,81,162,5157
05,09,CT,Connecticut,80,120,7922
05,38,ND,North Dakota,79,159,4059
05,23,ME,Maine,79,140,6357
05,56,WY,Wyoming,74,146,2795
05,11,DC,District Of Columbia,61,83,5148
05,33,NH,New Hampshire,45,78,2227
05,10,DE,Delaware,38,61,2119
05,50,VT,Vermont,30,55,1451
05,44,RI,Rhode Island,23,40,4098
06,96,CA,CA Total Migration-US and Foreign,402652,711148,52537453
06,97,CA,CA Total Migration-US,399138,703688,52265473
06,98,CA,CA Total Migration-Foreign,3514,7460,271979
06,97,CA,CA Total Migration-Same State,523178,880978,60779255
06,06,CA,CA Non-migrants,15187730,30007256,1874895881
06,48,TX,Texas,54136,106882,7901692
06,04,AZ,Arizona,32864,57857,3299502
06,32,NV,Nevada,30571,52332,4120848
06,53,WA,Washington,27550,44160,3854988
06,12,FL,Florida,24011,42412,4490657
06,36,NY,New York,19656,25453,3356864
06,41,OR,Oregon,19288,30421,2020478
06,08,CO,Colorado,15585,24864,2012297
06,47,TN,Tennessee,13086,27295,1891495
06,37,NC,North Carolina,11482,21983,1308629
06,16,ID,Idaho,10405,21408,1312803
06,13,GA,Georgia,9962,18479,975710
06,51,VA,Virginia,9500,17848,1060789
06,17,IL,Illinois,9284,14486,1512360
06,49,UT,Utah,8863,16645,1394119
06,25,MA,Massachusetts,6311,9344,1152200
06,15,HI,Hawaii,6123,10576,834153
06,42,PA,Pennsylvania,6021,9561,686363
06,39,OH,Ohio,5544,9480,551896
06,26,MI,Michigan,5168,8808,600996
06,40,OK,Oklahoma,5069,10301,335215
06,29,MO,Missouri,5029,9629,429702
06,34,NJ,New Jersey,4958,7814,811489
06,45,SC,South Carolina,4851,9949,534271
06,24,MD,Maryland,4450,7696,492017
06,18,IN,Indiana,3776,7073,324233
06,27,MN,Minnesota,3697,6363,378249
06,35,NM,New Mexico,3643,6164,353402
06,57,FR,Foreign,3514,7460,271979
06,05,AR,Arkansas,3311,6728,262375
06,30,MT,Montana,3268,5878,543225
06,55,WI,Wisconsin,3176,5435,308833
06,01,AL,Alabama,2768,5422,253786
06,21,KY,Kentucky,2507,4801,227155
06,20,KS,Kansas,2475,4626,172709
06,09,CT,Connecticut,2320,3877,424068
06,22,LA,Louisiana,2186,3761,160317
06,11,DC,District Of Columbia,1931,2407,300833
06,19,IA,Iowa,1886,3342,142091
06,31,NE,Nebraska,1590,3012,111505
06,46,SD,South Dakota,1479,2788,144801
06,56,WY,Wyoming,1368,2498,388694
06,02,AK,Alaska,1336,2296,90403
06,28,MS,Mississippi,1279,2380,91744
06,23,ME,Maine,1064,1772,112503
06,33,NH,New Hampshire,1016,1687,207879
06,44,RI,Rhode Island,850,1363,94105
06,38,ND,North Dakota,757,1434,43948
06,50,VT,Vermont,580,978,72722
06,10,DE,Delaware,574,968,67397
06,54,WV,West Virginia,534,952,46964
08,96,CO,CO Total Migration-US and Foreign,118703,203450,10920500
08,97,CO,CO Total Migration-US,117815,201494,10852638
08,98,CO,CO Total Migration-Foreign,888,1956,67862
08,97,CO,CO Total Migration-Same State,146724,231614,11776728
08,08,CO,CO Non-migrants,2193326,4281326,257200326
08,48,TX,Texas,13576,25101,1155672
08,12,FL,Florida,10381,18289,1283276
08,06,CA,California,9895,14929,1046599
08,04,AZ,Arizona,6230,10295,657465
08,53,WA,Washington,4149,6473,364142
08,37,NC,North Carolina,3647,6651,388860
08,36,NY,New York,3185,4511,301506
08,17,IL,Illinois,3077,4601,244352
08,35,NM,New Mexico,3072,5143,209442
08,29,MO,Missouri,2935,5278,219089
08,13,GA,Georgia,2892,5423,235913
08,40,OK,Oklahoma,2702,5164,187436
08,47,TN,Tennessee,2693,4942,240666
08,51,VA,Virginia,2692,4780,260978
08,20,KS,Kansas,2457,4721,164628
08,49,UT,Utah,2446,4321,205675
08,56,WY,Wyoming,2443,4260,257278
08,41,OR,Oregon,2411,3605,205116
08,26,MI,Michigan,2257,3762,182105
08,39,OH,Ohio,2204,3755,168928
08,31,NE,Nebraska,2162,3853,150495
08,27,MN,Minnesota,2095,3463,168302
08,42,PA,Pennsylvania,2023,3294,179762
08,32,NV,Nevada,1931,3167,323941
08,55,WI,Wisconsin,1862,3063,143380
08,45,SC,South Carolina,1783,3311,159680
08,30,MT,Montana,1551,2497,154929
08,18,IN,Indiana,1475,2558,123191
08,19,IA,Iowa,1442,2422,97833
08,25,MA,Massachusetts,1345,1823,129643
08,05,AR,Arkansas,1324,2574,105360
08,01,AL,Alabama,1275,2474,108600
08,16,ID,Idaho,1229,2218,104505
08,46,SD,South Dakota,1160,2027,106902
08,24,MD,Maryland,1152,1970,110342
08,15,HI,Hawaii,1013,1857,89431
08,21,KY,Kentucky,956,1835,67343
08,34,NJ,New Jersey,941,1430,85668
08,22,LA,Louisiana,938,1595,74582
08,57,FR,Foreign,888,1956,67862
08,09,CT,Connecticut,643,972,51796
08,02,AK,Alaska,618,1130,44001
08,23,ME,Maine,573,961,54630
08,28,MS,Mississippi,570,1121,36246
08,38,ND,North Dakota,526,959,31742
08,33,NH,New Hampshire,457,720,43529
08,11,DC,District Of Columbia,408,509,40627
08,50,VT,Vermont,361,585,32003
08,54,WV,West Virginia,287,477,18900
08,44,RI,Rhode Island,199,341,19108
08,10,DE,Delaware,172,284,17045
09,96,CT,CT Total Migration-US and Foreign,56400,89213,7877796
09,97,CT,CT Total Migration-US,55648,88096,7859003
09,98,CT,CT Total Migration-Foreign,752,1117,18794
09,97,CT,CT Total Migration-Same State,36894,58269,2864092
09,09,CT,CT Non-migrants,1446297,2773488,198713915
09,36,NY,New York,9991,14022,1704283
09,12,FL,Florida,9328,16262,2076419
09,25,MA,Massachusetts,5895,8106,643754
09,06,CA,California,2736,3954,332275
09,48,TX,Texas,2732,4686,220476
09,37,NC,North Carolina,2630,4693,342896
09,34,NJ,New Jersey,2071,3320,236088
09,45,SC,South Carolina,1910,3506,224071
09,42,PA,Pennsylvania,1694,2687,173033
09,51,VA,Virginia,1524,2566,157438
09,13,GA,Georgia,1524,2807,135269
09,44,RI,Rhode Island,1453,2127,151211
09,08,CO,Colorado,946,1310,111930
09,33,NH,New Hampshire,930,1424,124055
09,23,ME,Maine,884,1345,90853
09,24,MD,Maryland,806,1316,88173
09,57,FR,Foreign,752,1117,18794
09,47,TN,Tennessee,744,1297,127072
09,17,IL,Illinois,692,1013,69438
09,53,WA,Washington,683,1065,74959
09,04,AZ,Arizona,632,933,99965
09,50,VT,Vermont,601,941,71516
09,39,OH,Ohio,587,1000,46686
09,11,DC,District Of Columbia,432,500,40151
09,26,MI,Michigan,426,724,40669
09,10,DE,Delaware,265,448,32770
09,18,IN,Indiana,255,479,19349
09,41,OR,Oregon,248,343,20337
09,49,UT,Utah,244,403,26897
09,32,NV,Nevada,243,392,41033
09,15,HI,Hawaii,234,448,19817
09,29,MO,Missouri,228,387,22933
09,01,AL,Alabama,228,422,22341
09,27,MN,Minnesota,215,327,21703
09,55,WI,Wisconsin,211,377,17664
09,21,KY,Kentucky,162,274,23440
09,22,LA,Louisiana,141,237,14429
09,40,OK,Oklahoma,114,233,8570
09,35,NM,New Mexico,111,177,9739
09,19,IA,Iowa,100,162,6541
09,20,KS,Kansas,99,165,6911
09,05,AR,Arkansas,96,194,11723
09,54,WV,West Virginia,89,146,8059
09,28,MS,Mississippi,87,151,5284
09,30,MT,Montana,86,155,22518
09,16,ID,Idaho,71,144,4213
09,02,AK,Alaska,69,105,3648
09,31,NE,Nebraska,65,102,3600
09,46,SD,South Dakota,65,109,5984
09,56,WY,Wyoming,42,66,95913
09,38,ND,North Dakota,29,46,905
10,96,DE,DE Total Migration-US and Foreign,17383,29327,1519026
10,97,DE,DE Total Migration-US,17230,29043,1512740
10,98,DE,DE Total Migration-Foreign,153,284,6286
10,97,DE,DE Total Migration-Same State,4597,8156,304508
10,10,DE,DE Non-migrants,389013,752742,35089485
10,42,PA,Pennsylvania,3691,6096,371336
10,24,MD,Maryland,3014,5032,207957
10,12,FL,Florida,1807,3127,232892
10,34,NJ,New Jersey,1247,1980,104074
10,51,VA,Virginia,852,1491,66963
10,36,NY,New York,800,1220,65830
10,37,NC,North Carolina,732,1308,59443
10,48,TX,Texas,667,1326,57990
10,13,GA,Georgia,466,839,26373
10,06,CA,California,465,677,37996
10,45,SC,South Carolina,400,714,38570
10,25,MA,Massachusetts,237,352,22964
10,47,TN,Tennessee,221,400,18121
10,39,OH,Ohio,212,372,14516
10,08,CO,Colorado,186,286,13807
10,04,AZ,Arizona,182,309,18229
10,53,WA,Washington,164,266,15556
10,57,FR,Foreign,153,284,6286
10,17,IL,Illinois,151,280,10149
10,11,DC,District Of Columbia,120,159,13668
10,18,IN,Indiana,117,207,5721
10,09,CT,Connecticut,112,177,8506
10,26,MI,Michigan,103,165,6141
10,01,AL,Alabama,89,187,7596
10,54,WV,West Virginia,84,142,4881
10,32,NV,Nevada,78,120,6214
10,29,MO,Missouri,76,140,4480
10,21,KY,Kentucky,70,128,3716
10,23,ME,Maine,69,119,11796
10,41,OR,Oregon,60,93,4814
10,49,UT,Utah,58,113,5494
10,22,LA,Louisiana,55,95,3438
10,55,WI,Wisconsin,53,71,3009
10,40,OK,Oklahoma,52,102,2795
10,15,HI,Hawaii,47,91,3993
10,35,NM,New Mexico,44,88,3137
10,33,NH,New Hampshire,43,66,3765
10,27,MN,Minnesota,43,71,2067
10,05,AR,Arkansas,43,82,2457
10,28,MS,Mississippi,37,69,1842
10,50,VT,Vermont,36,52,3335
10,19,IA,Iowa,36,65,1870
10,20,KS,Kansas,36,63,2113
10,44,RI,Rhode Island,35,54,2908
10,16,ID,Idaho,30,47,1866
10,02,AK,Alaska,26,45,2034
10,46,SD,South Dakota,19,39,1527
10,30,MT,Montana,19,29,2179
10,56,WY,Wyoming,17,25,1124
10,38,ND,North Dakota,15,40,670
10,31,NE,Nebraska,14,24,819
11,96,DC,DC Total Migration-US and Foreign,32930,47345,4265837
11,97,DC,DC Total Migration-US,32602,46615,4211641
11,98,DC,DC Total Migration-Foreign,328,730,54196
11,11,DC,DC Non-migrants,262311,427413,38827102
11,24,MD,Maryland,10005,16605,1055055
11,51,VA,Virginia,6481,9136,888469
11,36,NY,New York,2423,2747,296409
11,06,CA,California,2033,2566,260550
11,12,FL,Florida,1321,1782,351829
11,42,PA,Pennsylvania,982,1239,109599
11,48,TX,Texas,931,1245,127377
11,25,MA,Massachusetts,833,1049,126130
11,37,NC,North Carolina,820,1160,83551
11,17,IL,Illinois,683,826,83555
11,08,CO,Colorado,604,794,107141
11,13,GA,Georgia,586,818,56229
11,34,NJ,New Jersey,481,612,56246
11,53,WA,Washington,447,575,51773
11,39,OH,Ohio,337,455,35628
11,57,FR,Foreign,328,730,54196
11,45,SC,South Carolina,279,386,38089
11,26,MI,Michigan,266,343,33389
11,09,CT,Connecticut,266,351,71680
11,47,TN,Tennessee,247,326,30730
11,27,MN,Minnesota,182,244,19851
11,04,AZ,Arizona,171,224,25119
11,10,DE,Delaware,166,234,37092
11,41,OR,Oregon,163,216,19112
11,55,WI,Wisconsin,134,181,13923
11,23,ME,Maine,132,216,30497
11,29,MO,Missouri,125,178,10056
11,22,LA,Louisiana,119,176,12321
11,01,AL,Alabama,108,146,10129
11,18,IN,Indiana,106,141,10590
11,49,UT,Utah,92,127,25547
11,32,NV,Nevada,91,123,8834
11,50,VT,Vermont,91,141,12881
11,54,WV,West Virginia,85,116,8852
11,33,NH,New Hampshire,84,112,11359
11,15,HI,Hawaii,83,142,11367
11,44,RI,Rhode Island,81,107,14648
11,35,NM,New Mexico,76,104,8606
11,21,KY,Kentucky,64,85,7114
11,19,IA,Iowa,62,85,4890
11,40,OK,Oklahoma,59,78,5545
11,20,KS,Kansas,57,70,4860
11,05,AR,Arkansas,44,57,8545
11,31,NE,Nebraska,34,47,3187
11,30,MT,Montana,33,51,6215
11,28,MS,Mississippi,32,50,2940
11,46,SD,South Dakota,30,44,4301
11,02,AK,Alaska,26,37,2185
11,16,ID,Idaho,22,34,1848
11,56,WY,Wyoming,13,19,4968
11,38,ND,North Dakota,12,15,830
12,96,FL,FL Total Migration-US and Foreign,277527,466210,26646421
12,97,FL,FL Total Migration-US,272756,457281,26403743
12,98,FL,FL Total Migration-Foreign,4771,8929,242679
12,97,FL,FL Total Migration-Same State,374254,633905,27456941
12,12,FL,FL Non-migrants,8415987,15837332,857534204
12,13,GA,Georgia,26876,48301,1857012
12,48,TX,Texas,22277,38873,1796256
12,37,NC,North Carolina,18962,33289,1555210
12,36,NY,New York,18948,28134,3558090
12,06,CA,California,13064,19928,1580066
12,47,TN,Tennessee,12192,21485,1118667
12,51,VA,Virginia,11342,20073,902350
12,39,OH,Ohio,10157,17046,856526
12,42,PA,Pennsylvania,9878,16040,1062659
12,45,SC,South Carolina,8412,15000,667233
12,08,CO,Colorado,8124,12508,811198
12,01,AL,Alabama,8102,15094,545215
12,34,NJ,New Jersey,7976,12539,870466
12,17,IL,Illinois,7973,12521,821187
12,26,MI,Michigan,7830,12733,810380
12,25,MA,Massachusetts,6985,10490,1396706
12,18,IN,Indiana,6394,11076,486442
12,24,MD,Maryland,5495,9056,524718
12,57,FR,Foreign,4771,8929,242679
12,53,WA,Washington,4761,7653,388204
12,21,KY,Kentucky,4296,7422,300637
12,04,AZ,Arizona,4239,6837,381638
12,09,CT,Connecticut,3945,6296,546128
12,29,MO,Missouri,3816,6627,311492
12,55,WI,Wisconsin,3503,5675,320662
12,27,MN,Minnesota,2655,4258,271379
12,32,NV,Nevada,2611,4102,244465
12,22,LA,Louisiana,2551,4391,162670
12,28,MS,Mississippi,2091,3806,158595
12,40,OK,Oklahoma,2071,3777,114040
12,23,ME,Maine,1935,3097,172272
12,41,OR,Oregon,1840,2823,120189
12,05,AR,Arkansas,1818,3312,110595
12,49,UT,Utah,1785,3151,183578
12,33,NH,New Hampshire,1772,2855,175362
12,20,KS,Kansas,1606,2841,110050
12,19,IA,Iowa,1498,2535,108254
12,54,WV,West Virginia,1416,2506,80226
12,44,RI,Rhode Island,1391,2232,110215
12,11,DC,District Of Columbia,1334,1704,138746
12,35,NM,New Mexico,1320,2198,95165
12,15,HI,Hawaii,1244,2230,94797
12,31,NE,Nebraska,1025,1769,71282
12,10,DE,Delaware,983,1672,83485
12,50,VT,Vermont,786,1272,82929
12,02,AK,Alaska,715,1303,43641
12,16,ID,Idaho,672,1183,56596
12,30,MT,Montana,645,1042,55609
12,46,SD,South Dakota,542,960,34078
12,38,ND,North Dakota,498,864,23362
12,56,WY,Wyoming,405,702,33022
13,96,GA,GA Total Migration-US and Foreign,131351,233229,10908057
13,97,GA,GA Total Migration-US,129816,230008,10819372
13,98,GA,GA Total Migration-Foreign,1535,3221,88685
13,97,GA,GA Total Migration-Same State,242294,446349,15953493
13,13,GA,GA Non-migrants,3657235,7519287,340699715
13,12,FL,Florida,24383,43402,2722787
13,48,TX,Texas,10270,18960,767799
13,45,SC,South Carolina,8996,16349,835286
13,37,NC,North Carolina,8895,15795,690971
13,01,AL,Alabama,8895,17200,603840
13,47,TN,Tennessee,8198,14329,613331
13,06,CA,California,6632,10595,614650
13,36,NY,New York,5157,7926,452377
13,51,VA,Virginia,4621,8322,341295
13,08,CO,Colorado,3087,5195,256109
13,17,IL,Illinois,2722,4566,209601
13,39,OH,Ohio,2715,4814,161853
13,42,PA,Pennsylvania,2504,4297,175049
13,24,MD,Maryland,2343,3993,175157
13,53,WA,Washington,2285,3872,193531
13,26,MI,Michigan,2044,3679,131917
13,04,AZ,Arizona,1887,3391,150223
13,34,NJ,New Jersey,1731,2865,129621
13,18,IN,Indiana,1610,2969,94097
13,21,KY,Kentucky,1599,3113,97028
13,22,LA,Louisiana,1551,2866,111883
13,57,FR,Foreign,1535,3221,88685
13,28,MS,Mississippi,1484,2755,85335
13,29,MO,Missouri,1422,2593,89013
13,25,MA,Massachusetts,1396,2127,128579
13,32,NV,Nevada,1043,1779,90481
13,40,OK,Oklahoma,907,1765,53561
13,55,WI,Wisconsin,894,1548,55073
13,27,MN,Minnesota,832,1488,59897
13,20,KS,Kansas,798,1722,51774
13,05,AR,Arkansas,797,1500,59186
13,09,CT,Connecticut,770,1255,62491
13,49,UT,Utah,753,1321,66207
13,41,OR,Oregon,740,1156,54185
13,11,DC,District Of Columbia,728,885,58762
13,15,HI,Hawaii,669,1346,40295
13,35,NM,New Mexico,464,866,30317
13,02,AK,Alaska,463,978,27339
13,19,IA,Iowa,440,803,29536
13,31,NE,Nebraska,375,720,22117
13,54,WV,West Virginia,357,633,19259
13,23,ME,Maine,345,623,23495
13,10,DE,Delaware,314,551,20837
13,16,ID,Idaho,310,599,21934
13,30,MT,Montana,288,539,32778
13,33,NH,New Hampshire,267,455,53235
13,44,RI,Rhode Island,227,419,16776
13,46,SD,South Dakota,189,346,14860
13,38,ND,North Dakota,159,306,5466
13,50,VT,Vermont,134,227,10540
13,56,WY,Wyoming,126,205,7637
15,96,HI,HI Total Migration-US and Foreign,29518,57831,2278926
15,97,HI,HI Total Migration-US,28636,55721,2203694
15,98,HI,HI Total Migration-Foreign,882,2110,75232
15,97,HI,HI Total Migration-Same State,2836,4638,185700
15,15,HI,HI Non-migrants,564311,1074790,48757911
15,06,CA,California,4995,8642,460245
15,48,TX,Texas,2530,5476,186825
15,53,WA,Washington,2497,4657,188035
15,32,NV,Nevada,1953,3583,143725
15,12,FL,Florida,1672,3378,138960
15,51,VA,Virginia,1239,2888,101386
15,08,CO,Colorado,1155,2246,101526
15,04,AZ,Arizona,1055,1918,84228
15,41,OR,Oregon,1011,1764,65228
15,57,FR,Foreign,882,2110,75232
15,37,NC,North Carolina,802,1699,55251
15,13,GA,Georgia,731,1677,45245
15,36,NY,New York,713,1175,50572
15,49,UT,Utah,624,1292,37354
15,24,MD,Maryland,577,1198,46141
15,47,TN,Tennessee,453,1027,32552
15,45,SC,South Carolina,405,841,31265
15,39,OH,Ohio,387,731,27006
15,17,IL,Illinois,387,732,24712
15,29,MO,Missouri,341,751,20340
15,42,PA,Pennsylvania,311,518,20362
15,02,AK,Alaska,289,582,22163
15,16,ID,Idaho,288,626,26273
15,26,MI,Michigan,268,437,20457
15,25,MA,Massachusetts,264,413,13967
15,34,NJ,New Jersey,262,453,22761
15,40,OK,Oklahoma,255,584,14103
15,01,AL,Alabama,248,593,16661
15,20,KS,Kansas,224,517,14977
15,21,KY,Kentucky,221,484,14937
15,27,MN,Minnesota,221,378,14525
15,35,NM,New Mexico,213,404,13918
15,18,IN,Indiana,210,400,12521
15,22,LA,Louisiana,189,401,12553
15,55,WI,Wisconsin,187,348,10228
15,19,IA,Iowa,168,343,7105
15,05,AR,Arkansas,162,369,8741
15,09,CT,Connecticut,150,293,10566
