statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
02,AK,Alaska,2,35577,55813,734465,635174,10125,12038,160957,184076,8192,14597,173444,147475,4835,10435,105043,86152,3184,5825,73565,57133,3776,5536,90131,66793,5465,7382,131323,93541,31947,50719,663427,569055,8581,10261,136313,154934,7168,12991,152143,129005,4430,9658,95914,79120,2948,5419,67850,52871,3600,5307,85703,63737,5220,7083,125502,89386,2510,3537,56933,45072,1114,1304,20637,20066,639,959,14644,11572,277,592,8409,5112,136,225,3928,2374,153,211,4356,2702,191,246,4956,3245,2499,3342,47472,46142,1158,1311,17878,22259,674,1021,13838,12201,240,418,5056,4160,147,254,3856,2663,111,134,2697,1930,169,204,4145,2926,1131,1752,23565,19976,386,466,6766,6882,350,585,7461,6268,165,359,4072,2871,89,152,1859,1599,65,95,1730,1125,76,95,1675,1228
02,AK,Alaska,3,68371,115799,2393686,2529129,16168,20502,438314,562611,19947,35604,685699,751186,10870,25120,408746,411545,6726,13040,259803,253796,7232,11014,296392,272327,7428,10519,304729,277661,61875,105238,2181225,2292692,13843,17420,377688,482399,17492,31220,601228,658985,10082,23358,378644,381900,6358,12450,245259,239991,6941,10615,284551,261573,7159,10175,293852,267841,5144,8577,180271,186567,1917,2652,52954,65047,1881,3511,67596,71042,571,1235,23400,21579,303,523,14111,11390,238,333,10872,8895,234,323,11335,8611,4879,7958,157344,177232,1860,2531,47968,63871,1874,3405,64330,70621,508,1124,19146,19105,247,386,10104,9344,196,271,7893,7181,194,241,7901,7109,1617,2603,55116,59203,465,551,12657,16340,581,979,20140,21580,280,638,10955,10539,121,204,4439,4460,95,128,3947,3572,75,103,2975,2709
02,AK,Alaska,4,47521,91178,2772184,2930186,3876,5733,172496,231807,12368,24186,666493,755054,10252,25735,612605,634068,6494,13196,400274,404475,6870,11118,442377,426605,7661,11210,477936,478175,44025,83992,2583130,2715121,3359,4869,151078,200424,10964,21304,593744,668914,9465,23564,567048,585817,6176,12584,380688,384621,6642,10787,427738,412448,7419,10884,462830,462895,2691,5528,151423,165262,415,728,16790,24822,1023,2144,54794,62668,576,1560,33426,35710,224,417,14740,13780,236,366,16994,14781,217,313,14677,13497,2501,5384,133433,153952,381,678,15193,23230,1045,2204,53119,64152,559,1648,32349,34289,208,413,12819,12997,146,224,9468,9091,162,217,10482,10189,995,1802,55620,61112,136,186,6224,8152,359,678,19628,21987,228,523,13207,13961,110,199,6766,6856,82,107,5169,5065,80,109,4624,5089
02,AK,Alaska,5,33107,72078,2731126,2871582,1130,1824,68156,96146,6808,15529,513664,587563,7392,21154,606478,642511,5309,12069,450271,461150,5803,10517,516269,504268,6665,10985,576285,579942,31054,67449,2572097,2694063,987,1574,60490,84004,6050,13872,459637,522313,6877,19599,564347,597879,5050,11493,428712,438491,5584,10174,495737,485152,6506,10737,563172,566222,1747,4014,138503,151243,118,212,6803,10084,586,1428,44179,50440,410,1242,33370,35676,199,422,16465,17341,209,362,18691,18266,225,348,18991,19433,1385,3215,104627,119459,105,187,4962,8845,537,1180,38163,46034,356,1129,28752,30917,161,368,13098,14193,123,199,11466,10673,103,152,8185,8795,668,1414,54402,58058,38,63,2704,3296,221,477,15864,19215,159,426,13378,13714,98,208,8461,8465,96,144,9065,8442,56,96,4928,4923
02,AK,Alaska,6,58805,148513,7466916,8113686,634,1142,54211,80036,7765,20550,858966,1025076,13709,45836,1723856,1889653,11786,32744,1564823,1657490,12118,25004,1640097,1694232,12793,23237,1624961,1767195,55953,141322,7131371,7726077,553,1008,48198,69168,7014,18781,782439,926440,12857,43067,1623642,1774584,11265,31399,1496248,1584429,11737,24270,1588500,1641037,12527,22797,1592341,1730416,2644,6793,325373,360440,55,105,3706,6840,574,1441,59858,74887,768,2539,94154,103290,447,1192,58333,62551,432,868,59408,61495,368,648,49913,51375,1859,4765,215620,251741,50,78,3613,6587,515,1204,51792,67271,570,1905,67325,77121,348,907,44755,48497,222,422,29508,30892,154,249,18625,21370,993,2426,119924,135867,31,56,2399,4280,236,565,24734,31364,282,864,32888,37948,173,438,23819,24563,159,312,22088,22302,112,191,13993,15408
02,AK,Alaska,7,22511,58659,7232596,9938861,30,53,4293,10739,1214,3154,279351,419947,4489,16019,1323938,1737825,5266,16100,1727936,2317940,5806,12700,2006162,2731916,5706,10633,1890913,2720491,21624,56455,7008487,9612658,30,53,4293,10739,1110,2927,260172,380586,4276,15339,1270875,1664630,5051,15492,1672355,2245094,5582,12236,1944332,2643938,5575,10408,1856457,2667668,899,2319,260907,369423,0,0,0,0,112,271,26618,36593,207,693,50724,67505,185,578,56162,71821,218,455,65695,85329,177,322,61705,108173,610,1523,156461,223963,0,0,0,0,75,155,13708,23794,156,511,40190,55823,148,416,38521,50987,139,286,41848,59689,92,155,22192,33668,277,681,67647,102239,0,0,0,0,29,72,5470,15566,57,169,12871,17371,67,192,17059,21858,85,178,19982,28289,39,70,12263,19154
04,AZ,Arizona,0,2800038,5552299,223723555,264212071,337412,442519,8148262,10392431,540013,1061862,26657086,32226428,474258,1305719,39095133,45183851,418718,1000896,45839180,53006955,429126,781621,48421936,56285304,600511,959682,55561956,67117099,2621189,5239387,210359168,248063425,303050,399658,7329334,9312229,491912,977320,24268834,29366591,447479,1240659,36938997,42770762,399271,960987,43610872,50450485,407391,744878,45621077,52686783,572086,915885,52590051,63476572,107014,186286,8440499,9150676,20154,25024,507237,678419,29945,51776,1591317,1914579,16604,41114,1373009,1673689,10973,22852,2100234,1337527,11029,18050,1259323,1552830,18309,27470,1609377,1993631,128899,223000,10646218,12914545,23453,28726,570227,756470,34349,58018,1808443,2181271,18801,45687,1698112,1901090,13831,28680,1805059,2070132,16309,27731,2282365,2999332,22156,34158,2482009,3006247,49950,89912,2718168,3234100,10909,14135,248700,323730,13752,26524,579807,678564,7978,19373,458023,511998,5616,11229,423247,486337,5426,9012,518492,599188,6269,9639,489896,634280
04,AZ,Arizona,1,186515,282856,2421412,991160,38407,49142,404402,226685,31016,54945,425325,175094,19188,39321,270291,106045,15371,25914,209903,84171,20567,29052,315800,105886,61966,84482,795688,293276,171675,261941,2218845,911044,33958,43749,356959,200650,27451,49236,376702,155440,17531,36366,247676,97142,14280,24358,193640,78476,19332,27441,290204,99740,59123,80791,753661,279593,9099,12836,135135,48684,2730,3303,29752,15787,2082,3276,31292,11296,932,1747,15041,5071,603,925,10226,3301,719,957,12306,3640,2033,2628,36515,9586,10093,13972,147981,54520,3031,3592,32734,17548,2405,3731,34229,13255,1015,1849,15005,5526,680,968,10146,3564,859,1119,19512,4399,2103,2713,36353,10225,4747,6943,54585,25595,1418,1801,14708,8485,1160,1978,14393,6398,642,1106,7608,3376,411,588,6117,2130,376,492,6083,1747,740,978,5673,3456
04,AZ,Arizona,2,459765,774809,9281167,8120560,116445,149538,1853581,2073592,95136,181187,1898356,1700416,60247,144436,1268126,1073284,45490,90538,966546,809711,48769,76349,1128535,861211,93678,132761,2166020,1602343,425965,724477,8594236,7524652,104447,135172,1661041,1860958,86282,166427,1716578,1543218,56274,136139,1178818,1002972,43086,86495,911744,767320,46356,73044,1068775,819080,89520,127200,2057277,1531101,20289,29655,422055,355810,6718,7943,109999,119747,5271,8358,109505,93299,2354,4903,52304,40708,1517,2534,34949,26414,1509,2032,44876,26221,2920,3885,70419,49419,23399,33834,484307,413645,8208,9605,133216,145842,6186,9833,128617,109970,2640,5413,62220,47154,1615,2673,37559,28480,1708,2298,43778,30040,3042,4012,78915,52156,10401,16498,202623,182262,3790,4761,59323,66791,2668,4927,53160,47227,1333,2884,27087,23157,789,1370,17242,13910,705,1007,15982,12090,1116,1549,29827,19085
04,AZ,Arizona,3,768350,1363409,26326921,28114977,141279,182322,3698163,4895415,200607,362257,6608358,7396189,125589,303081,4506827,4681585,96213,195137,3522729,3584762,95308,154121,3680809,3541315,109354,166491,4310033,4015708,720896,1289422,24736981,26390796,128428,166439,3368440,4449343,184882,336761,6091499,6816602,119373,289799,4275832,4450724,92133,188092,3363145,3434270,91390,148456,3514101,3396168,104690,159875,4123961,3843687,28068,43405,947190,1020904,7344,9169,189760,255203,9244,14825,308001,341771,3527,7501,129989,130700,2313,4019,88073,85502,2247,3073,93774,83167,3393,4818,137591,124559,32299,49236,1099004,1171437,8523,10465,218335,295099,10853,17043,357093,398960,4038,8466,151232,149535,2710,4550,109403,99309,2665,3763,116868,98795,3510,4949,146071,129736,15155,24751,490934,552743,4328,5418,111388,150973,4872,8453,159765,180627,2178,4816,79761,81325,1370,2495,50180,51182,1253,1902,49839,46351,1154,1667,40000,42284
04,AZ,Arizona,4,445412,863060,25835049,27361647,28942,41631,1244066,1729667,100215,194337,5294000,6100060,85346,217522,4943876,5244740,69713,148594,4141977,4296405,70823,121911,4415457,4375500,90373,139065,5795670,5615272,418288,815533,24325335,25695871,25567,36964,1110344,1526706,91284,178623,4834512,5554079,80558,206371,4666037,4949650,66752,143146,3962217,4113929,67763,117177,4211371,4185593,86364,133252,5540852,5365912,16387,28496,910396,1009069,2084,2883,83308,125727,5470,9503,285317,335754,2911,6703,169084,180053,1638,3089,102259,101588,1612,2483,104878,99738,2672,3835,165547,166206,19243,32647,1076241,1183349,2418,3239,95061,145652,6369,10563,326958,390020,3204,7400,187599,197875,1995,3661,122219,122935,2194,3368,149090,136288,3063,4416,195312,190576,7881,14880,433472,482426,957,1428,38660,57308,2562,5151,132529,155960,1584,3751,90240,97214,966,1787,57539,59540,866,1366,54996,53618,946,1397,59506,58783
04,AZ,Arizona,5,282328,621673,22789585,24469401,8016,12915,476063,678986,49965,113341,3677456,4305148,55008,164273,4432591,4773254,48229,117370,4021456,4189796,50590,95524,4388888,4391784,70520,118250,5793128,6130430,265575,588718,21469958,23020442,6898,11231,411209,584317,45057,103715,3327973,3882431,51944,156113,4189360,4507950,46135,113054,3850252,4008032,48236,91490,4170326,4187312,67305,113115,5520835,5850397,10467,20528,804497,907425,763,1046,39713,64782,3353,6412,238646,289599,1991,5361,155055,173315,1184,2546,99217,103485,1148,1955,103569,99718,2028,3208,168294,176523,12394,23483,982473,1072622,815,1150,47824,69123,3610,6639,256277,310982,2224,5762,178331,192506,1441,2910,117640,125265,1762,3004,164525,153402,2542,4018,217873,221342,4359,9472,337152,376336,303,534,17029,25546,1298,2987,93205,111734,840,2398,64899,72797,653,1406,53563,56498,592,1030,54036,51069,673,1117,54419,58690
04,AZ,Arizona,6,454206,1116933,56724617,62167368,3786,6245,305630,477904,52082,128738,5576335,6852652,92468,308612,11480299,12646520,93537,264116,12221058,13008060,92401,191676,12312293,12800515,119932,217546,14829000,16381715,428153,1059449,53529629,58586407,3294,5479,268706,414826,47087,117973,5060530,6191753,87466,293874,10872139,11960372,89144,253376,11647092,12392137,87309,181907,11622325,12084302,113853,206840,14058834,15543015,16028,35597,1921695,2182098,450,594,31335,57201,3723,7700,385387,492875,3524,10641,428884,482023,2409,6015,314718,334970,2377,4585,319402,328383,3545,6062,441967,486643,20430,44251,2540389,2823734,379,573,29332,48452,3932,8061,411299,524056,3839,11093,475414,532204,3326,8153,444194,469745,4018,7688,547911,568334,4936,8683,632235,680942,5623,13233,654599,757226,113,193,7590,14625,1063,2704,104505,136843,1163,3645,132745,153943,1067,2587,129771,146178,1074,2081,142056,147878,1143,2023,137931,157757
04,AZ,Arizona,7,203462,529559,80344801,112986954,537,726,166354,310178,10992,27057,3177253,5696865,36412,128474,12193120,16658420,50165,159227,20755507,27034046,50668,112988,22180151,30209089,54688,101087,21872413,33078353,190637,499847,75484181,105934209,458,624,152632,275426,9869,24585,2861036,5223066,34333,121997,11509132,15801949,47741,152466,19682778,25656317,47005,105363,20743973,27914586,51231,94812,20534628,31062863,6676,15769,3299528,3626684,65,86,23366,39969,802,1702,233166,349982,1365,4258,422648,661815,1309,3724,1450789,682264,1417,2965,580516,911959,1718,3034,589041,980693,11041,25577,4315821,6195237,79,102,13722,34752,994,2148,293968,434026,1841,5704,628307,776288,2064,5765,963896,1220831,3103,6491,1240679,2008071,2960,5367,1175246,1721267,1784,4135,544799,857508,0,0,0,0,129,324,22248,39772,238,773,55680,80183,360,996,108832,156898,560,1134,195498,286431,497,908,162539,294222
05,AR,Arkansas,0,1069068,2240084,74398575,88980722,127194,183649,2741429,3515282,198299,452066,8739468,10036816,196123,558170,16007276,19006093,168480,394866,15218864,19553119,168650,307755,14831933,16674823,210322,343578,16859602,20194585,987169,2083903,70231547,84222867,108045,156616,2335971,2984717,175279,404995,7799950,8942437,181627,521145,15171905,18058988,158878,374931,14513678,18768439,160837,294533,14113401,15940189,202503,331683,16296639,19528094,31033,56989,1637234,2026158,7289,9916,149929,207200,9340,17975,407154,495947,5370,13540,346327,395413,3173,6560,283468,331614,2577,4171,216889,296247,3284,4827,233464,299734,37173,71470,2244336,2515818,7003,9641,153168,199007,10028,19985,452359,528485,6629,17488,446181,506441,4623,9924,394182,430015,4352,7482,467396,470156,4538,6950,331049,381712,44726,84711,1922691,2242036,12146,17392,252289,331557,12992,27086,487159,565893,7867,19537,389189,440663,4979,10011,311003,354664,3461,5740,251135,264477,3281,4945,231914,284778
