y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
05,53,WA,Washington,736,1541,55909
05,13,GA,Georgia,710,1433,42355
05,37,NC,North Carolina,615,1202,34815
05,36,NY,New York,528,912,36110
05,39,OH,Ohio,487,933,36611
05,26,MI,Michigan,481,866,24314
05,51,VA,Virginia,469,902,33720
05,01,AL,Alabama,467,974,29135
05,18,IN,Indiana,454,906,23932
05,41,OR,Oregon,438,928,24701
05,32,NV,Nevada,429,847,25025
05,55,WI,Wisconsin,398,764,23865
05,19,IA,Iowa,387,731,20577
05,27,MN,Minnesota,335,644,25012
05,42,PA,Pennsylvania,329,630,20559
05,49,UT,Utah,314,721,18568
05,21,KY,Kentucky,289,568,13881
05,31,NE,Nebraska,285,562,16521
05,45,SC,South Carolina,284,550,17385
05,35,NM,New Mexico,262,488,13738
05,16,ID,Idaho,224,511,12341
05,34,NJ,New Jersey,224,442,19726
05,57,FR,Foreign,222,466,11068
05,24,MD,Maryland,221,427,13244
05,25,MA,Massachusetts,180,280,10542
05,15,HI,Hawaii,166,335,7797
05,56,WY,Wyoming,141,285,7524
05,02,AK,Alaska,139,277,10047
05,38,ND,North Dakota,125,263,6922
05,30,MT,Montana,121,249,5698
05,09,CT,Connecticut,117,223,8015
05,46,SD,South Dakota,106,236,7136
05,54,WV,West Virginia,72,159,4480
05,23,ME,Maine,59,119,3318
05,11,DC,District Of Columbia,51,68,5205
05,33,NH,New Hampshire,41,79,3354
05,10,DE,Delaware,34,56,1869
05,44,RI,Rhode Island,29,55,1737
05,50,VT,Vermont,16,41,807
06,96,CA,CA Total Migration-US and Foreign,245685,394176,21253432
06,97,CA,CA Total Migration-US,241216,385188,21003232
06,98,CA,CA Total Migration-Foreign,4469,8988,250200
06,97,CA,CA Total Migration-Same State,558007,951147,53848903
06,06,CA,CA Non-migrants,14672600,29296404,1515371477
06,48,TX,Texas,21103,36092,1591033
06,36,NY,New York,20299,27731,2598297
06,53,WA,Washington,16960,27915,1743620
06,04,AZ,Arizona,15409,25272,1046330
06,32,NV,Nevada,14682,24354,803395
06,12,FL,Florida,12455,19863,1126619
06,17,IL,Illinois,10456,15897,1450121
06,41,OR,Oregon,10347,15797,732625
06,08,CO,Colorado,9189,14293,769522
06,51,VA,Virginia,7843,13917,683050
06,25,MA,Massachusetts,7267,10105,964177
06,34,NJ,New Jersey,6059,9402,761962
06,37,NC,North Carolina,5970,10280,425927
06,13,GA,Georgia,5931,9841,452488
06,42,PA,Pennsylvania,5884,8465,491234
06,26,MI,Michigan,5071,7846,494075
06,15,HI,Hawaii,4885,8542,344458
06,39,OH,Ohio,4770,7379,361506
06,49,UT,Utah,4473,7966,328553
06,57,FR,Foreign,4469,8988,250200
06,24,MD,Maryland,4418,7078,429691
06,27,MN,Minnesota,3430,5255,312636
06,47,TN,Tennessee,3180,5202,246832
06,29,MO,Missouri,3132,5008,212456
06,18,IN,Indiana,2898,4602,193747
06,55,WI,Wisconsin,2716,4228,205879
06,16,ID,Idaho,2673,4675,187478
06,35,NM,New Mexico,2333,3922,141370
06,09,CT,Connecticut,2324,3490,260642
06,45,SC,South Carolina,2285,3804,124413
06,22,LA,Louisiana,2162,3581,146505
06,40,OK,Oklahoma,2136,3678,95819
06,11,DC,District Of Columbia,2033,2542,240313
06,20,KS,Kansas,1657,2876,114958
06,19,IA,Iowa,1510,2343,93588
06,01,AL,Alabama,1401,2374,87189
06,21,KY,Kentucky,1354,2223,79453
06,05,AR,Arkansas,1237,2126,64829
06,02,AK,Alaska,1183,1996,60420
06,31,NE,Nebraska,1158,1999,68409
06,30,MT,Montana,1136,1750,64196
06,28,MS,Mississippi,1019,1839,55566
06,44,RI,Rhode Island,715,1152,58637
06,33,NH,New Hampshire,677,1012,73312
06,38,ND,North Dakota,632,1157,35861
06,23,ME,Maine,572,843,40874
06,56,WY,Wyoming,568,938,30453
06,46,SD,South Dakota,483,815,29394
06,10,DE,Delaware,415,651,33809
06,50,VT,Vermont,393,553,25496
06,54,WV,West Virginia,333,519,20019
08,96,CO,CO Total Migration-US and Foreign,120659,197690,10976227
08,97,CO,CO Total Migration-US,119412,194880,10892897
08,98,CO,CO Total Migration-Foreign,1247,2810,83330
08,97,CO,CO Total Migration-Same State,146325,236978,10389117
08,08,CO,CO Non-migrants,2093190,4130700,204558100
08,06,CA,California,16153,26911,2237050
08,48,TX,Texas,13456,23882,1116296
08,12,FL,Florida,7735,12112,572949
08,17,IL,Illinois,5399,8175,720047
08,04,AZ,Arizona,5347,8881,397647
08,36,NY,New York,4515,6352,603818
08,53,WA,Washington,3577,6184,406285
08,51,VA,Virginia,3123,5554,308288
08,37,NC,North Carolina,2943,5043,204751
08,13,GA,Georgia,2762,4792,203920
08,35,NM,New Mexico,2560,4287,161509
08,29,MO,Missouri,2552,4148,192332
08,39,OH,Ohio,2499,3753,180012
08,42,PA,Pennsylvania,2480,3645,257116
08,27,MN,Minnesota,2337,3533,185950
08,20,KS,Kansas,2271,4112,158181
08,26,MI,Michigan,2158,3205,151549
08,55,WI,Wisconsin,2123,3043,142763
08,41,OR,Oregon,2113,3150,128724
08,49,UT,Utah,2094,3666,132532
08,32,NV,Nevada,2063,3503,128973
08,25,MA,Massachusetts,1924,2619,186856
08,47,TN,Tennessee,1923,3179,137374
08,31,NE,Nebraska,1758,2847,131000
08,18,IN,Indiana,1723,2548,123537
08,56,WY,Wyoming,1698,2757,102619
08,40,OK,Oklahoma,1637,2902,110892
08,24,MD,Maryland,1623,2631,146436
08,34,NJ,New Jersey,1604,2462,195907
08,19,IA,Iowa,1542,2278,89295
08,22,LA,Louisiana,1370,2322,78828
08,57,FR,Foreign,1247,2810,83330
08,15,HI,Hawaii,1166,2382,177842
08,45,SC,South Carolina,1144,1878,116135
08,01,AL,Alabama,1078,1858,70548
08,30,MT,Montana,926,1413,59363
08,16,ID,Idaho,906,1546,51458
08,21,KY,Kentucky,873,1556,51698
08,09,CT,Connecticut,851,1227,103286
08,05,AR,Arkansas,732,1277,40306
08,46,SD,South Dakota,667,1069,40147
08,11,DC,District Of Columbia,659,819,81045
08,02,AK,Alaska,633,1158,40829
08,38,ND,North Dakota,579,981,31410
08,28,MS,Mississippi,533,935,25857
08,33,NH,New Hampshire,407,597,32808
08,50,VT,Vermont,306,398,18288
08,23,ME,Maine,298,443,18060
08,54,WV,West Virginia,230,331,11905
08,10,DE,Delaware,184,283,13637
08,44,RI,Rhode Island,178,253,14837
09,96,CT,CT Total Migration-US and Foreign,51161,86413,6907405
09,97,CT,CT Total Migration-US,50810,85831,6897939
09,98,CT,CT Total Migration-Foreign,351,582,9466
09,97,CT,CT Total Migration-Same State,34531,54747,2531525
09,09,CT,CT Non-migrants,1392900,2693667,160531241
09,36,NY,New York,19630,35200,4013275
09,25,MA,Massachusetts,6099,9475,483185
09,12,FL,Florida,3854,6158,364776
09,06,CA,California,2358,3932,336984
09,34,NJ,New Jersey,2293,3913,310279
09,44,RI,Rhode Island,1789,2917,123861
09,42,PA,Pennsylvania,1423,2218,117384
09,48,TX,Texas,1192,2089,105499
09,37,NC,North Carolina,1001,1648,64894
09,51,VA,Virginia,950,1631,82750
09,13,GA,Georgia,729,1286,88966
09,45,SC,South Carolina,706,1098,37419
09,24,MD,Maryland,683,1151,64069
09,17,IL,Illinois,642,1015,76462
09,33,NH,New Hampshire,541,841,45329
09,08,CO,Colorado,538,854,52015
09,53,WA,Washington,499,867,72493
09,04,AZ,Arizona,494,831,41254
09,39,OH,Ohio,489,819,36760
09,23,ME,Maine,452,698,28502
09,50,VT,Vermont,394,565,26436
09,47,TN,Tennessee,355,572,24643
09,26,MI,Michigan,353,550,24670
09,57,FR,Foreign,351,582,9466
09,11,DC,District Of Columbia,330,407,35273
09,41,OR,Oregon,223,372,22697
09,27,MN,Minnesota,213,344,20439
09,18,IN,Indiana,208,337,19513
09,29,MO,Missouri,206,369,20781
09,32,NV,Nevada,201,313,10385
09,55,WI,Wisconsin,180,288,13230
09,15,HI,Hawaii,167,359,13698
09,22,LA,Louisiana,161,272,10926
09,49,UT,Utah,155,288,17566
09,21,KY,Kentucky,138,235,8232
09,01,AL,Alabama,132,213,7703
09,10,DE,Delaware,120,207,7822
09,20,KS,Kansas,102,185,6992
09,40,OK,Oklahoma,100,165,7984
09,19,IA,Iowa,98,154,4908
09,35,NM,New Mexico,97,142,5952
09,28,MS,Mississippi,71,124,3533
09,05,AR,Arkansas,68,115,5347
09,31,NE,Nebraska,67,113,5814
09,16,ID,Idaho,63,113,5377
09,54,WV,West Virginia,57,84,3663
09,30,MT,Montana,51,90,9894
09,02,AK,Alaska,48,83,3219
09,38,ND,North Dakota,33,51,1841
09,56,WY,Wyoming,30,45,2091
09,46,SD,South Dakota,27,35,1155
10,96,DE,DE Total Migration-US and Foreign,22149,38963,1968414
10,97,DE,DE Total Migration-US,22009,38647,1961961
10,98,DE,DE Total Migration-Foreign,140,316,6453
10,97,DE,DE Total Migration-Same State,4954,8823,318213
10,10,DE,DE Non-migrants,371855,726638,29942936
10,42,PA,Pennsylvania,6204,11083,529183
10,24,MD,Maryland,4285,7449,419923
10,34,NJ,New Jersey,2545,4476,231444
10,36,NY,New York,1933,3378,177251
10,51,VA,Virginia,1070,1922,108660
10,12,FL,Florida,1010,1669,93565
10,06,CA,California,582,961,55614
10,37,NC,North Carolina,450,803,24793
10,48,TX,Texas,428,784,29702
10,13,GA,Georgia,282,516,14640
10,09,CT,Connecticut,257,455,35067
10,45,SC,South Carolina,245,420,19194
10,25,MA,Massachusetts,230,370,23483
10,17,IL,Illinois,201,339,16876
10,39,OH,Ohio,177,302,12962
10,11,DC,District Of Columbia,171,251,38342
10,08,CO,Colorado,161,259,11980
10,04,AZ,Arizona,154,279,12185
10,57,FR,Foreign,140,316,6453
10,47,TN,Tennessee,134,238,7277
10,53,WA,Washington,120,218,10136
10,26,MI,Michigan,99,176,6262
10,32,NV,Nevada,82,148,6123
10,54,WV,West Virginia,80,136,5505
10,18,IN,Indiana,80,134,3867
10,29,MO,Missouri,71,131,3015
10,33,NH,New Hampshire,61,99,6059
10,01,AL,Alabama,57,121,5048
10,27,MN,Minnesota,56,111,3867
10,21,KY,Kentucky,55,89,3624
10,55,WI,Wisconsin,53,91,3547
10,35,NM,New Mexico,53,108,3500
10,41,OR,Oregon,51,78,3475
10,40,OK,Oklahoma,51,88,3060
10,20,KS,Kansas,49,98,2846
10,22,LA,Louisiana,48,82,2508
10,44,RI,Rhode Island,44,84,3494
10,23,ME,Maine,44,69,2196
10,15,HI,Hawaii,39,63,2534
10,19,IA,Iowa,36,49,1745
10,50,VT,Vermont,33,58,2717
10,49,UT,Utah,32,66,2412
10,28,MS,Mississippi,32,56,1814
10,05,AR,Arkansas,32,70,2035
10,02,AK,Alaska,29,73,2014
10,38,ND,North Dakota,24,48,1651
10,31,NE,Nebraska,24,48,1652
10,16,ID,Idaho,23,39,1382
10,30,MT,Montana,17,27,867
10,46,SD,South Dakota,15,35,863
10,56,WY,Wyoming,-1,-1,-1
11,96,DC,DC Total Migration-US and Foreign,27732,36356,2643779
11,97,DC,DC Total Migration-US,27425,35774,2607871
11,98,DC,DC Total Migration-Foreign,307,582,35908
11,11,DC,DC Non-migrants,258325,420907,31591993
11,24,MD,Maryland,6978,10120,507553
11,51,VA,Virginia,5155,6376,536367
11,36,NY,New York,2120,2633,266063
11,06,CA,California,1846,2381,211823
11,12,FL,Florida,1011,1316,95257
11,25,MA,Massachusetts,985,1143,186795
11,48,TX,Texas,912,1205,133474
11,42,PA,Pennsylvania,881,1048,68893
11,37,NC,North Carolina,781,985,67462
11,17,IL,Illinois,643,759,57865
11,34,NJ,New Jersey,621,757,57621
11,13,GA,Georgia,529,708,38274
11,39,OH,Ohio,438,529,28540
11,26,MI,Michigan,374,456,27262
11,53,WA,Washington,361,485,33541
11,09,CT,Connecticut,328,396,30389
11,57,FR,Foreign,307,582,35908
11,08,CO,Colorado,304,411,26215
11,45,SC,South Carolina,234,328,16177
11,47,TN,Tennessee,230,285,16709
11,27,MN,Minnesota,186,219,12696
11,55,WI,Wisconsin,172,207,14499
11,29,MO,Missouri,172,205,11270
11,04,AZ,Arizona,169,227,13867
11,41,OR,Oregon,156,192,10078
11,22,LA,Louisiana,147,175,8762
11,18,IN,Indiana,138,163,10878
11,01,AL,Alabama,127,167,7966
11,19,IA,Iowa,120,133,3698
11,44,RI,Rhode Island,105,122,9175
11,15,HI,Hawaii,100,165,8584
11,10,DE,Delaware,100,128,10498
11,32,NV,Nevada,92,128,9080
11,21,KY,Kentucky,88,110,6541
11,20,KS,Kansas,84,134,5336
11,35,NM,New Mexico,81,104,6474
11,33,NH,New Hampshire,80,99,5293
11,40,OK,Oklahoma,78,106,6176
11,49,UT,Utah,66,86,4557
11,54,WV,West Virginia,63,80,3106
11,23,ME,Maine,58,72,7124
11,05,AR,Arkansas,56,67,3194
11,50,VT,Vermont,48,67,5538
11,28,MS,Mississippi,45,64,2771
11,31,NE,Nebraska,42,56,3588
11,02,AK,Alaska,29,50,4079
11,30,MT,Montana,27,40,2100
11,16,ID,Idaho,24,32,1461
11,38,ND,North Dakota,17,22,1271
11,46,SD,South Dakota,14,22,896
11,56,WY,Wyoming,10,11,1038
12,96,FL,FL Total Migration-US and Foreign,392771,709120,58175465
12,97,FL,FL Total Migration-US,388233,699484,57924931
12,98,FL,FL Total Migration-Foreign,4538,9636,250534
12,97,FL,FL Total Migration-Same State,387184,667607,23863225
12,12,FL,FL Non-migrants,8080885,15343429,687659953
12,36,NY,New York,49277,84365,11000837
12,13,GA,Georgia,24120,44175,2320171
12,06,CA,California,23117,40730,4591905
12,34,NJ,New Jersey,21705,39962,4441221
12,48,TX,Texas,20859,37999,1747375
12,17,IL,Illinois,18180,33210,4432681
12,42,PA,Pennsylvania,18135,32420,2605002
12,51,VA,Virginia,15542,29687,2327309
12,37,NC,North Carolina,15083,27717,1285389
12,39,OH,Ohio,14612,25944,2148891
12,25,MA,Massachusetts,12866,22108,2314309
12,26,MI,Michigan,12005,21018,1890993
12,24,MD,Maryland,10010,18037,1551641
12,08,CO,Colorado,9974,18017,1030131
12,47,TN,Tennessee,9952,18263,822088
12,09,CT,Connecticut,9014,16466,2126536
12,18,IN,Indiana,8448,15271,949979
12,45,SC,South Carolina,7584,13686,586878
12,01,AL,Alabama,7246,13280,613501
12,53,WA,Washington,6354,12584,894060
12,29,MO,Missouri,5601,10220,689257
12,04,AZ,Arizona,5469,9754,618934
12,55,WI,Wisconsin,5423,9548,722557
12,27,MN,Minnesota,5290,9741,940559
12,21,KY,Kentucky,5217,9717,573695
12,57,FR,Foreign,4538,9636,250534
12,32,NV,Nevada,4310,7457,453486
12,22,LA,Louisiana,3733,6808,316694
12,33,NH,New Hampshire,3032,5277,310570
12,41,OR,Oregon,2541,4736,215801
12,44,RI,Rhode Island,2492,4454,252304
12,28,MS,Mississippi,2483,4761,173755
12,23,ME,Maine,2422,4177,308017
12,40,OK,Oklahoma,2301,4351,170129
12,19,IA,Iowa,2284,4055,221114
12,20,KS,Kansas,2267,4162,245087
12,49,UT,Utah,1882,3904,164916
12,54,WV,West Virginia,1844,3274,142393
12,05,AR,Arkansas,1787,3259,163166
12,15,HI,Hawaii,1669,3398,137263
12,10,DE,Delaware,1664,2977,336546
12,35,NM,New Mexico,1635,3007,116774
12,11,DC,District Of Columbia,1604,2243,399543
12,31,NE,Nebraska,1522,2859,130720
12,50,VT,Vermont,1203,1980,113271
12,02,AK,Alaska,973,1942,78488
12,16,ID,Idaho,903,1811,57876
12,38,ND,North Dakota,732,1371,46975
12,46,SD,South Dakota,705,1239,53448
12,30,MT,Montana,686,1217,52334
12,56,WY,Wyoming,476,846,38361
13,96,GA,GA Total Migration-US and Foreign,150482,282626,10423463
13,97,GA,GA Total Migration-US,148637,278474,10318998
13,98,GA,GA Total Migration-Foreign,1845,4152,104465
13,97,GA,GA Total Migration-Same State,246348,465351,14502398
13,13,GA,GA Non-migrants,3467626,7212072,277561819
13,12,FL,Florida,26055,47745,1675280
13,06,CA,California,9948,18713,978033
13,36,NY,New York,9917,17323,754696
13,48,TX,Texas,8812,17249,600637
13,37,NC,North Carolina,8191,15224,494760
13,45,SC,South Carolina,8100,14695,484514
13,47,TN,Tennessee,7810,14525,446322
13,01,AL,Alabama,7762,14323,390923
13,51,VA,Virginia,5417,10456,463365
13,17,IL,Illinois,4475,8434,396018
13,34,NJ,New Jersey,3817,7409,310370
13,42,PA,Pennsylvania,3794,6962,256553
13,39,OH,Ohio,3682,6832,258297
13,24,MD,Maryland,3215,5911,241124
13,08,CO,Colorado,2809,5409,191895
13,26,MI,Michigan,2745,5131,169796
13,53,WA,Washington,2489,5017,236622
13,22,LA,Louisiana,2254,4532,111106
13,04,AZ,Arizona,2119,4072,162657
13,25,MA,Massachusetts,2109,3624,199387
13,18,IN,Indiana,2088,4029,118852
13,28,MS,Mississippi,1895,3596,91817
13,57,FR,Foreign,1845,4152,104465
13,29,MO,Missouri,1761,3423,116370
13,21,KY,Kentucky,1679,3239,115959
13,09,CT,Connecticut,1423,2691,120159
13,55,WI,Wisconsin,1295,2512,82402
13,32,NV,Nevada,1132,2126,64701
13,27,MN,Minnesota,1102,2048,82794
13,20,KS,Kansas,999,2227,64728
13,40,OK,Oklahoma,897,1825,47502
13,05,AR,Arkansas,836,1560,49391
13,15,HI,Hawaii,815,1863,47739
13,41,OR,Oregon,785,1418,64767
13,49,UT,Utah,694,1571,51625
13,11,DC,District Of Columbia,676,897,65208
13,19,IA,Iowa,636,1290,42065
13,02,AK,Alaska,482,1094,27506
13,35,NM,New Mexico,464,877,29357
13,10,DE,Delaware,461,875,28813
13,54,WV,West Virginia,448,836,25676
13,31,NE,Nebraska,404,794,24845
13,33,NH,New Hampshire,359,693,25366
13,44,RI,Rhode Island,325,589,24647
13,16,ID,Idaho,290,592,17463
13,23,ME,Maine,277,505,17353
13,30,MT,Montana,229,404,13072
13,38,ND,North Dakota,224,484,11502
13,46,SD,South Dakota,148,285,9026
13,56,WY,Wyoming,147,296,7206
13,50,VT,Vermont,146,249,8735
15,96,HI,HI Total Migration-US and Foreign,25761,49217,2218040
15,97,HI,HI Total Migration-US,24628,46604,2135853
15,98,HI,HI Total Migration-Foreign,1133,2613,82188
15,97,HI,HI Total Migration-Same State,2960,4853,155573
15,15,HI,HI Non-migrants,555355,1060404,41566142
15,06,CA,California,6121,10743,822712
15,53,WA,Washington,1851,3539,175157
15,48,TX,Texas,1742,3852,111594
15,12,FL,Florida,1153,2103,63648
15,57,FR,Foreign,1133,2613,82188
15,51,VA,Virginia,1104,2533,92951
15,08,CO,Colorado,922,1696,74103
15,41,OR,Oregon,898,1486,60927
15,36,NY,New York,863,1443,71675
15,32,NV,Nevada,804,1436,30934
15,04,AZ,Arizona,795,1437,60277
15,37,NC,North Carolina,647,1463,41164
15,13,GA,Georgia,645,1391,39279
15,24,MD,Maryland,512,1071,46199
15,17,IL,Illinois,448,763,31934
15,45,SC,South Carolina,365,716,20716
15,49,UT,Utah,355,731,24217
15,02,AK,Alaska,313,624,21798
15,47,TN,Tennessee,311,655,18432
15,39,OH,Ohio,301,556,22489
15,42,PA,Pennsylvania,298,508,22580
15,29,MO,Missouri,284,587,17877
15,25,MA,Massachusetts,272,389,25845
15,26,MI,Michigan,267,432,17163
15,34,NJ,New Jersey,261,448,20811
15,20,KS,Kansas,234,589,14620
15,27,MN,Minnesota,231,366,14266
15,09,CT,Connecticut,208,345,18761
15,40,OK,Oklahoma,200,429,11541
15,16,ID,Idaho,189,388,11601
15,22,LA,Louisiana,185,379,10122
15,01,AL,Alabama,182,440,11272
15,55,WI,Wisconsin,177,311,10954
15,18,IN,Indiana,168,290,8345
15,21,KY,Kentucky,163,353,8758
15,35,NM,New Mexico,148,245,8147
15,11,DC,District Of Columbia,107,166,12992
15,30,MT,Montana,100,171,6392
