statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
02,AK,Alaska,2,36646,58599,800715,657900,10257,12862,175517,187263,8814,15458,182047,159664,4899,10728,108205,88431,3312,6184,78194,59467,3957,5948,105670,70353,5407,7419,151080,92718,32571,52623,716827,583665,8532,10692,145875,155115,7624,13549,157365,138086,4459,9850,98246,80593,3075,5812,72975,55346,3735,5637,99061,66447,5146,7083,143302,88078,2675,4005,65331,47504,1087,1405,21401,19482,777,1246,18372,13776,289,545,7692,5160,177,323,5037,3147,144,199,4737,2510,201,287,8091,3426,2978,4282,61543,54908,1326,1677,22610,25092,870,1357,17969,15921,291,577,6849,5179,153,228,3519,2699,144,197,4726,2561,194,246,5868,3453,1097,1694,22344,19325,399,493,7031,7055,320,552,6712,5657,149,301,3108,2659,84,144,1699,1422,78,114,1882,1344,67,90,1909,1186
02,AK,Alaska,3,68854,123695,2547148,2536953,14312,19312,405416,495824,20806,39212,727645,775098,11355,27570,435653,428394,7217,14610,295413,270043,7694,12142,333995,288539,7470,10849,349024,279053,62452,112303,2326865,2304738,12226,16237,349114,424379,18311,34372,641455,682596,10501,25537,401895,395918,6825,13951,278973,255558,7401,11726,320571,277751,7188,10480,334855,268533,4934,8994,179938,177401,1733,2625,49793,58210,1846,3705,67584,68363,578,1443,24191,22177,274,516,12213,10025,263,366,13134,9749,240,339,13020,8874,4686,8412,157654,169372,1607,2414,42029,54532,1875,3694,64133,69494,571,1373,22378,21902,249,406,10610,9232,188,265,8191,6933,196,260,10310,7276,1716,2980,62628,62843,479,661,14271,16912,620,1146,22056,23006,283,660,11379,10573,143,253,5830,5252,105,151,5232,3853,86,109,3857,3243
02,AK,Alaska,4,45887,93801,2813388,2829475,3219,5029,146133,192070,11821,24830,654812,721352,9994,26841,605785,618865,6564,14143,423399,408281,6939,11716,466149,430735,7350,11242,517108,458169,42478,86337,2622786,2620526,2811,4332,129930,167836,10426,21764,579778,635886,9186,24514,559748,569542,6223,13464,401742,386920,6711,11347,451159,416478,7121,10916,500426,443861,2687,5979,158629,165234,367,713,16160,21916,1011,2363,54371,62190,587,1686,35322,35974,256,528,17136,15981,226,336,18865,14121,240,353,16772,15050,2371,5356,129708,145016,278,507,10438,16371,1031,2322,54609,63150,552,1662,31108,33692,200,409,12251,12404,143,220,8944,8946,167,236,12356,10452,1038,2108,60892,63931,130,190,5763,7863,364,744,20424,22315,256,665,14928,15630,141,270,9404,8956,85,149,6045,5310,62,90,4326,3855
02,AK,Alaska,5,32636,75166,2802538,2833328,996,1769,62350,84999,6655,16301,513312,573799,7233,22437,602826,629592,5329,12675,465408,463976,5981,11067,548629,520160,6442,10917,610009,560799,30617,70400,2644929,2658698,865,1534,54641,73718,5932,14584,461546,511883,6730,20834,563396,585517,5064,12094,443347,440887,5754,10689,527735,500544,6272,10665,594261,546146,1698,4121,144183,147121,77,140,4405,6511,583,1500,43860,50029,407,1345,33879,35563,217,452,19204,18880,194,326,18692,16944,220,358,24140,19192,1332,3288,101546,115219,65,117,3545,5621,518,1264,36911,44401,350,1183,27259,30659,166,360,13631,14384,119,200,9831,10361,114,164,10367,9791,687,1478,56061,59409,66,118,4164,5659,205,453,14854,17515,153,420,12170,13415,99,221,8430,8703,108,178,11062,9255,56,88,5380,4860
02,AK,Alaska,6,55477,146223,7340473,7609963,520,998,44971,64079,7238,19991,814989,953485,13060,46296,1668472,1792313,11509,33008,1557745,1612982,11963,25194,1658208,1663133,11187,20736,1596085,1523969,52833,139121,7017391,7255389,457,872,39755,56032,6597,18387,748324,870330,12273,43521,1574271,1687605,11007,31609,1493314,1543695,11586,24467,1606980,1611302,10913,20265,1554744,1486423,2390,6256,303336,324128,31,60,2161,3737,514,1284,56087,67030,656,2342,81071,88363,426,1151,56220,59276,442,852,62720,61940,321,567,45073,43780,1679,4601,199216,224010,30,62,2152,3656,422,1026,42244,54775,530,1899,62787,70096,308,895,40048,42633,211,415,28055,28670,178,304,23928,24177,965,2501,123865,130563,33,64,3063,4390,219,578,24420,28379,257,876,31413,34610,194,504,24381,26653,166,312,23173,23160,96,167,17411,13368
02,AK,Alaska,7,18261,49326,6260975,7209829,22,38,3325,5792,1035,2909,249117,332288,3715,13540,1098576,1304373,4605,14286,1586626,1768017,4957,11101,1815894,2052229,3927,7452,1507436,1747127,17545,47414,6038706,6939144,22,38,3325,5792,940,2684,229101,301486,3538,12952,1055020,1249342,4430,13743,1533876,1706265,4792,10741,1743320,1972355,3823,7256,1474061,1703902,744,1940,223098,265489,0,0,0,0,70,182,15096,19381,168,576,44164,52368,153,444,44982,61031,217,481,75303,81794,136,257,43550,50913,476,1277,156714,185420,0,0,0,0,66,158,14458,21572,132,452,34933,43110,109,327,34439,40551,106,226,51136,51597,63,114,21747,28589,240,635,65555,85264,0,0,0,0,29,67,5557,9230,45,136,8623,11920,66,216,18309,21199,59,134,21437,28277,41,82,11627,14635
04,AZ,Arizona,0,2688953,5489402,205281976,221224569,291704,401618,6992812,8711030,532813,1077765,24849802,28370074,468687,1329228,35931595,39896367,415924,1004993,41371572,46559842,419854,772196,44505952,47024649,559971,903602,51630240,50662604,2507310,5156106,191484502,206006852,260712,361039,6247697,7788782,483989,988116,22524554,25702920,440552,1256695,33832050,37602184,395371,961378,39138289,43798648,396759,732531,41402921,43808148,529927,856347,48338987,47306167,100034,183111,7002982,7814785,16906,22112,405409,523585,27740,51240,1358224,1550271,15952,41625,1235025,1573670,10594,22680,1044874,1153573,10680,17766,1282158,1324798,18162,27688,1677289,1688885,132185,239925,11173947,12335913,21148,27224,520531,644741,34982,61865,1778703,2038292,20038,51330,1653974,1800546,14951,32122,1842216,2334315,17566,30305,2601117,2691889,23500,37079,2777403,2826127,49458,93371,2623526,2881802,9844,13355,224583,277505,13842,27784,546545,628861,8097,21203,445569,493636,5602,11493,391065,426879,5529,9360,501913,524611,6544,10176,513849,530308
04,AZ,Arizona,1,194799,286648,2718476,1019235,34127,43331,361451,196545,33779,54128,409639,185122,21107,39326,277278,111206,18352,29271,245176,96961,23419,32857,373465,118917,64015,87735,1051464,310482,177734,262605,2479270,931508,29595,37748,313733,171106,29508,47587,357865,162973,19080,35845,253812,101554,16916,27164,224981,89870,21905,30883,343817,111517,60730,83378,985059,294485,10214,14231,144544,53444,2617,3151,27365,14835,2488,3810,32684,13243,1226,2146,15857,6115,735,1042,9334,3733,910,1166,16878,4439,2238,2916,42424,11076,11866,16571,175219,61888,3126,3791,33576,17526,2908,4396,37437,15546,1342,2313,17155,6704,977,1452,15057,4859,1053,1370,20768,5318,2460,3249,51224,11933,5199,7472,63986,25837,1406,1792,14141,7912,1363,2145,14336,6602,685,1168,6310,2947,459,655,5137,2230,461,604,8879,2081,825,1108,15180,4063
04,AZ,Arizona,2,463974,798724,9610396,8294122,104786,141332,1684664,1890876,100712,190777,1910239,1833270,62253,149356,1250633,1129151,48719,97031,1028575,878104,50893,81332,1197221,908292,96611,138896,2539061,1654427,428851,744022,8871048,7674248,93494,127109,1498444,1690030,91117,174381,1720177,1662575,57993,140047,1159914,1053601,45983,92276,968856,830197,48241,77559,1124660,861589,92023,132650,2398994,1576254,20231,31085,433536,357201,6066,7648,100891,108540,5451,9191,110371,96964,2428,5117,50715,43050,1525,2617,33804,26822,1528,2126,44614,26904,3233,4386,93138,54917,24594,37555,532313,434246,7724,9618,130032,137634,6798,11164,134802,120763,2873,6205,64247,50918,1913,3293,42838,33675,1897,2646,53618,33556,3389,4629,106773,57698,10529,17147,207034,185627,3568,4605,56188,63210,2797,5232,55259,49930,1387,3104,26471,24631,823,1462,16880,14231,755,1127,18941,13146,1199,1617,33293,20474
04,AZ,Arizona,3,768967,1429620,27204639,27960783,120238,165645,3213394,4127188,205486,387656,6701426,7496024,131466,328074,4640940,4857602,102133,212361,3762021,3774906,98654,163355,3924787,3642729,110990,172529,4962069,4062332,720282,1347827,25482703,26199777,109015,150714,2913543,3740971,189122,359233,6155439,6898769,124411,311905,4380290,4598339,97673,204307,3587803,3610659,94342,156909,3733436,3483313,105719,164759,4712190,3867723,26397,44035,943843,953735,5856,7850,154179,200389,8657,14874,289547,316531,3693,8531,137569,136540,2406,4370,94316,88007,2149,3112,96357,78989,3636,5298,171873,133277,33314,54681,1203553,1204838,7430,9781,198695,255363,11198,18726,377895,408349,4651,10481,176069,170406,2992,5342,120970,110170,3065,4516,137976,113438,3978,5835,191946,147110,15371,27112,518381,556167,3793,5150,101155,130853,5166,9697,168090,188906,2404,5688,84579,88855,1468,2712,53247,54076,1247,1930,53375,45977,1293,1935,57933,47498
04,AZ,Arizona,4,426544,872591,25455657,26195264,23293,35576,1028272,1392312,94068,196109,4979575,5722829,82968,225453,4795925,5094596,69041,153748,4167917,4252983,69821,123721,4489790,4312100,87353,137984,5994176,5420442,399547,821993,23851035,24537227,20639,31713,914325,1232474,85379,179740,4521543,5192070,78134,213133,4510355,4797546,65956,147652,3975449,4062375,66578,118581,4260349,4111440,82861,131174,5669012,5141318,15034,28521,877398,925100,1540,2229,64132,93029,4975,9740,263787,305614,2654,6909,154615,163221,1541,3107,97383,95460,1595,2491,109965,98842,2729,4045,187514,168931,19540,35462,1180285,1202023,1877,2610,80118,113221,6265,11208,332896,383343,3367,8379,202784,207635,2138,4175,137751,132263,2404,3789,173007,148467,3489,5301,253728,217092,7457,15136,424336,456013,777,1253,33829,46615,2424,5161,125135,147416,1467,3941,82786,89413,947,1921,54716,58344,839,1351,56433,52192,1003,1509,71435,62031
04,AZ,Arizona,5,268183,620885,22705871,23247294,6247,10663,372690,528690,45879,111332,3421022,3952352,53874,170586,4367544,4672604,47357,120020,4000183,4115604,49470,95240,4447595,4296819,65356,113044,6096834,5681224,251275,584871,21283933,21783756,5404,9349,323581,457248,41406,101648,3082409,3567776,50721,161254,4114762,4398811,45162,115017,3809707,3924708,46936,90765,4211507,4075923,61646,106838,5741965,5359287,9563,20192,777021,827481,554,805,31273,47228,2781,5892,200498,240270,1868,5484,149805,161486,1233,2766,105054,107039,1119,2005,104049,97497,2008,3240,186338,173959,12725,26150,1089899,1102706,629,924,36965,53564,3372,6856,261162,290041,2292,6585,184756,199187,1547,3480,136979,134793,1925,3375,183036,168116,2960,4930,286998,257002,4183,9864,332038,360831,214,390,12144,17876,1101,2828,77450,94534,861,2747,68026,74604,648,1523,53495,56102,609,1100,53051,52779,750,1276,67870,64934
04,AZ,Arizona,6,410347,1054739,53592824,55770523,2693,4653,216003,334643,45103,117855,4914780,5875764,87072,305752,10859257,11845074,88768,257536,11712720,12266239,86716,183030,11849316,11949032,99995,185913,14040745,13499769,384685,995571,50252116,52277823,2297,4049,184263,284591,40582,107620,4432546,5283887,82134,289944,10251220,11172899,84452,246522,11136487,11669915,81208,172322,11059537,11185117,94012,175114,13188060,12681411,13395,31886,1699366,1813029,237,380,17553,29457,2877,6520,306950,379094,3003,9762,378957,409787,2094,5553,271429,286834,2086,4104,290604,289066,3098,5567,433872,418790,20383,45965,2700026,2788521,310,439,24614,39015,3609,7694,391502,477320,3850,12032,481467,528121,3350,8552,455106,464955,4360,8446,636581,605481,4904,8802,710753,673627,5279,13203,640680,704178,86,165,7125,11037,912,2541,90731,114556,1088,3776,126568,144052,966,2462,121126,131368,1148,2262,153197,158434,1079,1997,141930,144729
04,AZ,Arizona,7,156139,426195,63994110,78737345,320,418,116335,240773,7786,19908,2513118,3304710,29947,110681,9740015,12186132,41554,135026,16454977,21175043,40881,92661,18223775,21796758,35651,67501,16945887,20033927,144936,399217,59264393,72602510,268,357,99806,212358,6875,17907,2254571,2934866,28079,104567,9161694,11479430,39229,128440,15435003,19610920,37549,85512,16669613,19979246,32936,62434,15643704,18385687,5200,13161,2127271,2884792,36,49,10013,30104,511,1213,154385,198552,1080,3676,347503,653467,1060,3225,433551,545676,1293,2762,619688,729058,1220,2236,562128,727932,9763,23541,4292648,5541688,52,61,16529,28415,832,1821,243006,342928,1663,5335,527493,637571,2034,5828,933512,1453598,2862,6163,1396128,1617512,2320,4333,1175978,1461662,1440,3437,437068,593146,0,0,0,0,79,180,15540,26915,205,779,50826,69129,291,758,86462,110524,470,986,158033,199999,395,734,126204,186577
05,AR,Arkansas,0,1036998,2226380,68340719,74131090,108551,165321,2390895,2934545,199389,462430,8622065,11212933,195934,565260,13170781,14518031,169217,399787,14385803,15411734,167631,309788,13847603,14428537,196276,323794,15923570,15625307,956023,2065071,64336432,69802092,91444,139776,2026368,2487652,175470,411388,7703635,10180268,180962,525858,12364751,13646929,159596,379561,13690045,14682768,159766,296286,13190155,13756443,188785,312202,15361475,15048028,29637,56869,1609220,1718028,6085,8817,129918,162208,9188,18384,376858,428782,5292,13556,335132,350197,3320,7045,290750,298385,2532,4262,240274,248461,3220,4805,236285,229993,36167,72828,2106450,2248301,6302,9219,136262,164424,10169,21320,427466,476996,6550,18094,422562,454355,4515,9902,378349,405951,4391,7609,409288,410833,4240,6684,332521,335739,44808,88481,1897836,2080697,10805,16326,228265,282468,13750,29722,490963,555668,8422,21308,383466,416746,5106,10324,317408,323014,3474,5893,248159,261260,3251,4908,229573,241538
